"","Genus","Species","Indiv","Pos","SL","CBL_raw","alpha_Pos_raw","d_raw","D_Pos_raw","alpha_Ant_raw","D_Ant_raw","CBL","alpha_Pos","d","D_Pos","alpha_Ant","D_Ant","Pt1x","Pt1y","Pt2x","Pt2y","Pt3x","Pt3y","Pt4x","Pt4y","Pt5x","Pt5y","Pt6x","Pt6y","Pt7x","Pt7y","Body.Shape","Habitat_Initial","Habitat_Friedman","Habitat_FishBase","Habitat","Water_Type","Max_BW_mm","BW_slide","Max_BH_mm","BH_slide","d_BW","D_Pos_BW","D_Ant_BW","SL.Max_BW","d_normCBL","Scan.Media.Number","DOI","ARK","URL","Website","Scan.Source","FullName","Family","MatchSpecies","Tip"
"219","Hypomesus","pretiosus",1,60,1637,30.68,1.53,9.16,20.48,1.6,22.24,0.0187,87.6854,0.0056,0.0125,91.4305,0.0136,1054.16,-76.9878,1056.08,-97.3746,1033.03,-78.3682,1034.52,-100.56,1044.61,-88.9604,1044.72,-93.0969,1044.23,-83.9531,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.056059113,0.125361273,0.136165176,10.0217945,0.29844708,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"220","Hypomesus","pretiosus",1,70,1637,31.23,1.48,8.96,21.24,1.59,21.97,0.0191,84.8488,0.0055,0.013,90.9788,0.0134,1201.58,-93.1337,1200.37,-114.336,1179.47,-91.4255,1177.76,-113.331,1189.36,-103.467,1189.32,-107.726,1189.46,-98.7707,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.054831486,0.130012727,0.134514535,10.0217945,0.286786628,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"221","Hypomesus","pretiosus",1,80,1637,30.54,1.39,8.48,18.53,1.48,21.51,0.0187,79.921,0.0052,0.0113,84.5935,0.0131,1373.24,-92.3541,1371.92,-110.84,1350.9,-89.0699,1348.65,-110.465,1361.57,-100.564,1361.67,-104.82,1361.99,-96.3499,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.051891362,0.113459741,0.131704161,10.0217945,0.277545123,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"222","Hypomesus","pretiosus",1,90,1637,28.26,1.59,6.72,19.82,1.59,20.36,0.0173,91.1346,0.0041,0.0121,91.1828,0.0124,1537.81,-96.9033,1537.12,-116.716,1518.58,-95.7263,1517.01,-116.03,1527.76,-106.307,1528.23,-109.496,1527.78,-102.791,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.041140683,0.121367858,0.124671309,10.0217945,0.237818263,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"223","Risor","ruber",1,30,708,22.75,1.39,1.3,16.07,1.52,14.56,0.0321,79.7295,0.0018,0.0227,87.2334,0.0206,248.743,-252.542,249.662,-268.584,231.531,-253.795,232.366,-268.333,239.587,-260.863,239.587,-261.475,239.538,-260.178,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0.01242117,0.153773955,0.139358231,6.775573483,0.057051698,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"224","Risor","ruber",1,40,708,28.56,0.95,1.99,14.69,1.2,14.84,0.0403,54.1968,0.0028,0.0207,68.6696,0.021,319.744,-254.776,320.21,-269.457,294.81,-253.999,294.888,-268.835,305.63,-262.523,305.66,-263.461,305.63,-261.467,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0.019084778,0.14056821,0.141982765,6.775573483,0.069834279,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"225","Risor","ruber",1,50,708,28.68,0.96,3.71,13.78,0.9,11.23,0.0405,54.9121,0.0052,0.0195,51.4306,0.0159,386.636,-234.849,389.517,-248.324,363.033,-243.213,365.449,-254.178,375.368,-245.298,376.004,-246.849,374.771,-243.349,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0.035512752,0.131870482,0.1074523,6.775573483,0.129390915,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"226","Risor","ruber",1,60,708,26.5,0.92,0,12.23,1.26,14.15,0.0374,52.6236,0,0.0173,72.3713,0.02,459.17,-226.548,458.257,-238.74,436.808,-226.418,436.677,-240.566,446.391,-232.938,446.391,-232.938,446.391,-232.938,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0,0.117004367,0.135402433,6.775573483,0,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"227","Risor","ruber",1,70,708,24.62,0.57,4.01,6.76,0.81,9.71,0.0348,32.5036,0.0057,0.0095,46.1684,0.0137,541.107,-263.129,539.329,-269.649,519.533,-255.899,516.569,-265.145,529.134,-263.011,528.66,-265.026,529.964,-261.233,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0.038384325,0.064674982,0.092919815,6.775573483,0.162907519,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"228","Risor","ruber",1,80,708,22.45,0.93,1.46,11.01,1.22,12.05,0.0317,53.3971,0.0021,0.0156,69.924,0.017,605.232,-272.637,608.656,-283.106,587.784,-274.546,587.652,-286.596,596.197,-279.271,596.345,-279.909,596.148,-278.461,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0.013985046,0.105410941,0.115325648,6.775573483,0.06509904,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"229","Risor","ruber",1,90,708,21.14,1.24,1.88,11.53,1.07,11.81,0.0299,71.1907,0.0027,0.0163,61.5389,0.0167,669.503,-270.181,673.852,-280.856,652.503,-277.139,657.722,-287.735,664.315,-278.775,664.87,-279.435,663.707,-277.956,"","","benthic","reef associated","benthic","marine",104.493,175,144.785,345,0.018005909,0.110312654,0.113036946,6.775573483,0.088997974,"M20275-38393","","ark:/87602/m4/M38393","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20275","Morphosource","National Museum of Natural History, Washington, DC, USA","Gobiidae_Risor_ruber_E00107","Gobiidae","ruber",1747
"230","Parophrys","vetulus",1,30,1003,24.14,1.57,2.99,16.61,1.63,17.71,0.0241,89.8044,0.003,0.0166,93.3228,0.0177,312.869,-74.4549,313.717,-91.0386,296.053,-75.2263,297.288,-92.8899,304.969,-83.0901,305.113,-84.4476,304.796,-81.4727,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.034226735,0.189972107,0.20257205,11.47472529,0.123946028,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"231","Parophrys","vetulus",1,40,1003,22.77,1.53,3.49,15.66,1.49,16,0.0227,87.8268,0.0035,0.0156,85.5597,0.016,421.512,-74.8883,421.253,-90.5431,404.473,-74.3694,404.819,-90.3701,413.285,-81.9856,413.313,-83.648,413.313,-80.1569,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.039939595,0.179121747,0.183097267,11.47472529,0.15333946,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"232","Parophrys","vetulus",1,50,1003,23.49,1.65,2.66,17.76,1.72,17.29,0.0234,94.593,0.0027,0.0177,98.6408,0.0172,522.56,-81.5285,520.476,-99.1673,506.605,-80.2456,505.323,-97.4836,513.363,-89.5289,513.302,-90.8728,513.455,-88.2156,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.030449793,0.203198556,0.197754315,11.47472529,0.113318183,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"233","Parophrys","vetulus",1,60,1003,23.53,1.61,2.96,16.82,1.58,16.66,0.0235,92.4455,0.003,0.0168,90.4717,0.0166,623.56,-94.5425,620.509,-111.085,607.5,-91.8925,604.448,-108.274,614.018,-101.975,613.834,-103.376,614.256,-100.443,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.033900242,0.192444772,0.190635805,11.47472529,0.125914596,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"234","Parophrys","vetulus",1,70,1003,22.06,1.57,3.19,15.53,1.45,15.17,0.022,89.9937,0.0032,0.0155,83.3555,0.0151,708.563,-112.009,705.462,-127.224,692.475,-108.616,689.762,-123.541,699.453,-117.843,699.14,-119.281,699.922,-116.187,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.036509698,0.177644252,0.173546063,11.47472529,0.144690907,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"235","Parophrys","vetulus",1,80,1003,23.85,1.52,2.59,15.26,1.32,15.18,0.0238,87.2085,0.0026,0.0152,75.8051,0.0151,816.583,-137.043,812.683,-151.794,799.288,-133.312,795.389,-147.979,806.958,-142.127,806.758,-143.329,807.216,-140.781,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.029617321,0.174555975,0.173624138,11.47472529,0.108550442,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"236","Parophrys","vetulus",1,90,1003,24.77,1.4,1.75,14.84,1.3,15.71,0.0247,80.0775,0.0017,0.0148,74.5101,0.0157,913.786,-162.719,909.547,-176.939,895.327,-157.332,890.999,-172.435,903.185,-167.374,903.042,-168.192,903.369,-166.474,"","","benthic","demersal","benthic","marine",87.4095,293,408.983,453,0.020007474,0.169757063,0.179738977,11.47472529,0.070597811,"M16733-31075","","ark:/87602/m4/M31075","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16733","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Pleuronectidae_Parophrys_vetulus_E00445","Pleuronectidae","vetulus",974
"237","Symphysodon","discus",1,30,600,17.32,1.43,0,12.53,1.86,11.25,0.0289,81.9394,0,0.0209,106.5194,0.0188,217.923,396.206,213.577,384.458,206.979,398.46,202.633,388.079,208.669,391.62,208.669,391.62,208.669,391.62,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0,0.110138939,0.098953803,5.275652862,0,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"238","Symphysodon","discus",1,40,600,22.68,1.28,0.95,15.84,1.7,13.4,0.0378,73.5323,0.0016,0.0264,97.4312,0.0223,277.982,375.376,272.591,360.486,261.637,378.799,257.273,366.134,265.186,371.129,265.113,370.687,265.285,371.62,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0.008341878,0.139240978,0.117785743,5.275652862,0.041835042,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"239","Symphysodon","discus",1,50,600,21.53,1.37,1.28,15.21,1.62,14.64,0.0359,78.3432,0.0021,0.0253,92.5967,0.0244,346.277,353.872,343.079,339.006,331.065,358.194,327.089,344.106,335.616,348.663,335.419,348.006,335.715,349.254,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0.011277783,0.133703417,0.12871113,5.275652862,0.059572877,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"240","Symphysodon","discus",1,60,600,20.79,1.31,1.48,13.45,1.86,16.61,0.0346,75.2061,0.0025,0.0224,106.5357,0.0277,397.189,337.936,394.032,324.857,383.84,343.799,378.969,327.924,387.119,333.443,386.916,332.732,387.322,334.154,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0.013002936,0.118303204,0.146007993,5.275652862,0.071132779,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"241","Symphysodon","discus",1,70,600,20.24,1.39,1.01,14.53,1.74,14.58,0.0337,79.8202,0.0017,0.0242,99.411,0.0243,461.357,322.205,458.538,307.947,447.099,325.991,444.038,311.733,451.522,317.188,451.449,316.674,451.632,317.665,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0.008860942,0.127793949,0.128223656,5.275652862,0.049793123,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"242","Symphysodon","discus",1,80,600,20.43,1.45,2.45,14.25,1.67,14.43,0.034,82.8651,0.0041,0.0237,95.773,0.0241,522.412,309.866,520.318,295.772,508.077,312.202,505.822,297.947,513.365,303.892,513.134,302.737,513.481,305.162,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0.021539618,0.125285393,0.126899299,5.275652862,0.119920577,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"243","Symphysodon","discus",1,90,600,18.24,1.59,1.58,13.05,1.68,13.38,0.0304,91.3359,0.0026,0.0217,96.2402,0.0223,583.738,298.414,581.679,285.528,571.716,300.473,569.258,287.322,576.415,292.983,576.36,292.24,576.553,293.808,"","","benthopelagic","benthopelagic","demersal","freshwater",113.73,212,523.054,352,0.013891086,0.114740725,0.117635941,5.275652862,0.086612978,"M43608-78963","","ark:/87602/m4/M78963","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43608","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Cichlidae_Symphysodon_discus_E00390","Cichlidae","discus",695
"244","Cheilopogon","melanurus",1,30,1300,29.85,1.08,0.2,15.8,1.14,15.37,0.023,61.6927,2e-04,0.0122,65.3353,0.0118,1415.85,-278.651,1415.76,-294.452,1440.9,-279.262,1441.07,-294.627,1429.03,-286.307,1429.05,-286.411,1429.03,-286.217,"","","pelagic","pelagic","pelagic","marine",125.484,1151,211.999,1201,0.001554208,0.125922479,0.122453384,10.35988652,0.006532661,"M44743-81229","","ark:/87602/m4/M81229","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Exocoetidae_Cheilopogon_melanurus_N14975","Exocoetidae","melanurus",717
"245","Cheilopogon","melanurus",1,40,1300,29.47,1.11,0.14,15.78,1.14,15.83,0.0227,63.6477,1e-04,0.0121,65.4768,0.0122,1306.99,-273.678,1305.9,-289.419,1332.18,-275.632,1330.55,-291.373,1319.08,-282.911,1319.07,-282.981,1319.11,-282.842,"","","pelagic","pelagic","pelagic","marine",125.484,1151,211.999,1201,0.001152664,0.125742676,0.126113044,10.35988652,0.004908906,"M44743-81229","","ark:/87602/m4/M81229","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Exocoetidae_Cheilopogon_melanurus_N14975","Exocoetidae","melanurus",717
"246","Cheilopogon","melanurus",1,50,1300,30.35,1.19,0.17,16.89,1.15,16.22,0.0233,68.1675,1e-04,0.013,65.853,0.0125,1171.58,-258.271,1170.51,-275.125,1196.33,-260.738,1195.51,-276.934,1183.51,-267.282,1183.51,-267.356,1183.55,-267.195,"","","pelagic","pelagic","pelagic","marine",125.484,1151,211.999,1201,0.001322037,0.134582346,0.129233567,10.35988652,0.005466552,"M44743-81229","","ark:/87602/m4/M81229","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Exocoetidae_Cheilopogon_melanurus_N14975","Exocoetidae","melanurus",717
"247","Cheilopogon","melanurus",1,60,1300,29.27,1.23,0.23,16.42,1.18,16.67,0.0225,70.4607,2e-04,0.0126,67.8942,0.0128,1038.84,-249.195,1038.1,-265.596,1063.13,-250.908,1061.67,-267.517,1050.08,-257.959,1050.08,-258.049,1050.03,-257.827,"","","pelagic","pelagic","pelagic","marine",125.484,1151,211.999,1201,0.001813466,0.130834892,0.1328699,10.35988652,0.007773768,"M44743-81229","","ark:/87602/m4/M81229","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Exocoetidae_Cheilopogon_melanurus_N14975","Exocoetidae","melanurus",717
"248","Cheilopogon","melanurus",1,70,1300,28.33,1.21,0.42,16.1,1.21,15.83,0.0218,69.4453,3e-04,0.0124,69.3322,0.0122,912.159,-239.42,911.171,-255.485,934.897,-241.15,934.403,-256.968,923.217,-248.607,923.236,-248.797,923.236,-248.379,"","","pelagic","pelagic","pelagic","marine",125.484,1151,211.999,1201,0.003331102,0.128266173,0.126117369,10.35988652,0.0147534,"M44743-81229","","ark:/87602/m4/M81229","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Exocoetidae_Cheilopogon_melanurus_N14975","Exocoetidae","melanurus",717
"249","Cheilopogon","melanurus",1,80,1300,28.12,1.5,0,16.68,1.28,17.95,0.0216,85.6817,0,0.0128,73.4596,0.0138,772.51,-229.056,771.677,-245.712,793.538,-231.138,792.289,-249.044,781.046,-238.217,781.046,-238.217,781.046,-238.217,"","","pelagic","pelagic","pelagic","marine",125.484,1151,211.999,1201,0,0.132899947,0.143042204,10.35988652,0,"M44743-81229","","ark:/87602/m4/M81229","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44743","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Exocoetidae_Cheilopogon_melanurus_N14975","Exocoetidae","melanurus",717
