"","Genus","Species","Indiv","Pos","SL","CBL_raw","alpha_Pos_raw","d_raw","D_Pos_raw","alpha_Ant_raw","D_Ant_raw","CBL","alpha_Pos","d","D_Pos","alpha_Ant","D_Ant","Pt1x","Pt1y","Pt2x","Pt2y","Pt3x","Pt3y","Pt4x","Pt4y","Pt5x","Pt5y","Pt6x","Pt6y","Pt7x","Pt7y","Body.Shape","Habitat_Initial","Habitat_Friedman","Habitat_FishBase","Habitat","Water_Type","Max_BW_mm","BW_slide","Max_BH_mm","BH_slide","d_BW","D_Pos_BW","D_Ant_BW","SL.Max_BW","d_normCBL","Scan.Media.Number","DOI","ARK","URL","Website","Scan.Source","FullName","Family","MatchSpecies","Tip"
"267","Elops","saurus",1,50,1207,21.48,2.17,10.01,19.27,2.06,19.63,0.0178,124.5572,0.0083,0.016,117.9394,0.0163,975.012,330.736,978.808,311.843,984.995,334.118,989.698,315.06,981.876,322.277,982.733,317.791,980.616,327.57,"","","pelagic","reef associated","pelagic","marine",126.424,1239,232.67,1229,0.079142607,0.15242814,0.155268869,9.547237866,0.465793857,"M16466-30622","","ark:/87602/m4/M30622","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466","Morphosource","Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA","Elopidae_Elops_saurus_E00769","Elopidae","saurus",25
"268","Elops","saurus",1,60,1207,22.65,2.21,10.95,19.56,1.96,20.02,0.0188,126.7253,0.0091,0.0162,112.1834,0.0166,859.121,298.916,864.669,280.16,869.6,302.878,876.116,283.947,866.59,290.959,867.698,286.123,865.28,296.802,"","","pelagic","reef associated","pelagic","marine",126.424,1239,232.67,1229,0.086607979,0.15471225,0.158364032,9.547237866,0.483471263,"M16466-30622","","ark:/87602/m4/M30622","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466","Morphosource","Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA","Elopidae_Elops_saurus_E00769","Elopidae","saurus",25
"269","Elops","saurus",1,70,1207,22.4,2.04,7.96,19.17,2.12,20.6,0.0186,116.7916,0.0066,0.0159,121.3708,0.0171,734.688,263.418,740.318,245.096,745.538,268.229,751.372,248.474,743.064,256.226,743.814,252.525,742.362,260.348,"","","pelagic","reef associated","pelagic","marine",126.424,1239,232.67,1229,0.062935909,0.151612729,0.162931377,9.547237866,0.355234453,"M16466-30622","","ark:/87602/m4/M30622","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466","Morphosource","Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA","Elopidae_Elops_saurus_E00769","Elopidae","saurus",25
"270","Elops","saurus",1,80,1207,21.23,2.1,9.4,18.45,2.05,18.72,0.0176,120.5115,0.0078,0.0153,117.3769,0.0155,621.099,229.352,624.988,211.313,632.435,231.917,635.083,213.382,628.298,220.912,628.877,216.94,627.814,226.275,"","","pelagic","reef associated","pelagic","marine",126.424,1239,232.67,1229,0.074316018,0.145964775,0.148098443,9.547237866,0.442608413,"M16466-30622","","ark:/87602/m4/M30622","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466","Morphosource","Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA","Elopidae_Elops_saurus_E00769","Elopidae","saurus",25
"271","Elops","saurus",1,90,1207,21.56,2.07,9.73,17.72,2.03,18.14,0.0179,118.5171,0.0081,0.0147,116.5051,0.015,502.121,213.672,503.746,196.028,512.832,214.218,514.735,196.183,508.148,205.634,508.467,200.981,508.072,210.698,"","","pelagic","reef associated","pelagic","marine",126.424,1239,232.67,1229,0.076923884,0.140152761,0.143446826,9.547237866,0.450997854,"M16466-30622","","ark:/87602/m4/M30622","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16466","Morphosource","Biodiversity Research and Teaching Collections, Texas A&M University, College Station, Texas, USA","Elopidae_Elops_saurus_E00769","Elopidae","saurus",25
"272","Chiasmodon","niger",1,30,1143,32.49,1.53,1.7,23.42,1.41,19.65,0.0284,87.6667,0.0015,0.0205,80.7445,0.0172,477.625,298.953,470.183,276.75,455.175,304.162,447.856,285.929,461.905,290.001,461.571,289.298,462.237,290.862,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.009155478,0.126121692,0.105817517,6.156083374,0.052315244,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"273","Chiasmodon","niger",1,40,1143,40.09,1.21,4.57,23.59,1.36,24.13,0.0351,69.614,0.004,0.0206,78.1076,0.0211,594.791,250.166,587.199,227.826,565.296,260.679,556.535,238.193,574.933,244.472,574.057,242.427,575.371,246.808,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.024634093,0.127079167,0.129974975,6.156083374,0.114100453,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"274","Chiasmodon","niger",1,50,1143,41.71,1.03,2.01,21.56,1.1,21.11,0.0365,59.2582,0.0018,0.0189,63.0795,0.0185,738.239,208.267,732.198,187.573,703.15,218.164,697.881,197.727,716.904,202.782,716.676,201.835,717.133,203.794,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.01083427,0.116107721,0.113670984,6.156083374,0.048226335,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"275","Chiasmodon","niger",1,60,1143,41.94,1.01,1.54,20.75,1.02,20.55,0.0367,57.9975,0.0014,0.0182,58.5603,0.018,850.088,172.635,844.016,152.789,814.396,183.742,809.064,163.897,829.341,168.764,829.119,168.062,829.673,169.503,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.008314889,0.111779532,0.110673916,6.156083374,0.036806593,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"276","Chiasmodon","niger",1,70,1143,42.99,1.02,2.45,20.62,0.96,20.34,0.0376,58.4572,0.0021,0.018,55.2298,0.0178,964.988,132.352,959.324,112.528,929.172,143.181,922.841,123.856,944.302,126.968,944.052,125.846,944.676,128.215,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.013194396,0.111042555,0.109525576,6.156083374,0.056979083,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"277","Chiasmodon","niger",1,80,1143,44.21,0.94,1.02,19.87,0.94,20.64,0.0387,54.0902,9e-04,0.0174,53.7334,0.0181,1047,115.278,1044.33,95.5893,1008.08,122.343,1004.84,101.959,1026.36,107.878,1026.35,107.404,1026.42,108.422,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.005495793,0.107011987,0.111164377,6.156083374,0.023078847,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"278","Chiasmodon","niger",1,90,1143,41.75,0.95,0.43,18.07,0.88,19.14,0.0365,54.6332,4e-04,0.0158,50.4067,0.0167,1170.55,119.746,1172.88,101.831,1133.33,117.187,1134.84,98.1083,1154.28,109.942,1154.18,109.804,1154.31,110.217,"","","pelagic","pelagic","pelagic","marine",185.67,525,385.751,565,0.00233197,0.097301034,0.103077298,6.156083374,0.010369718,"M43538-78719","","ark:/87602/m4/M78719","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43538","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Chiasmodontidae_Chiasmodon_niger_E01115","Chiasmodontidae","niger",1904
"279","Diplectrum","formosum",1,40,719,25.19,1.2,0.7,16.01,1.42,14.66,0.035,68.6061,0.001,0.0223,81.5709,0.0204,328.581,-246.32,333.494,-261.56,309.53,-252.637,313.741,-266.674,319.817,-257.376,319.899,-257.762,319.762,-257.073,"","","demersal","reef associated","demersal","marine",144.965,346,230.774,324,0.004845918,0.110456622,0.101093571,4.959817887,0.027888145,"M42568-76800","","ark:/87602/m4/M76800","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42568","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Serranidae_Diplectrum_formosum_E01002","Serranidae","formosum",1170
"280","Diplectrum","formosum",1,50,719,28.92,1.02,0.83,14.7,1.14,14.51,0.0402,58.4566,0.0012,0.0204,65.3378,0.0202,397.671,-221.597,403.176,-235.229,375.477,-231.209,380.457,-244.84,388.535,-233.98,388.838,-234.354,388.411,-233.642,"","","demersal","reef associated","demersal","marine",144.965,346,230.774,324,0.00572707,0.101414685,0.100108447,4.959817887,0.028704328,"M42568-76800","","ark:/87602/m4/M76800","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42568","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Serranidae_Diplectrum_formosum_E01002","Serranidae","formosum",1170
"281","Diplectrum","formosum",1,60,719,27.9,1.15,0.94,14.97,1.15,15.07,0.0388,65.8956,0.0013,0.0208,66.036,0.021,478.35,-165.76,487.218,-177.816,460.017,-179.709,468.785,-191.964,473.592,-178.774,473.886,-179.045,473.254,-178.345,"","","demersal","reef associated","demersal","marine",144.965,346,230.774,324,0.006505658,0.103240419,0.103946503,4.959817887,0.033808498,"M42568-76800","","ark:/87602/m4/M76800","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42568","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Serranidae_Diplectrum_formosum_E01002","Serranidae","formosum",1170
"282","Diplectrum","formosum",1,70,719,27.69,1.05,1.16,13.99,1.12,13.94,0.0385,60.2387,0.0016,0.0195,63.9379,0.0194,538.372,-122.687,545.592,-134.67,519.168,-135.899,526.542,-147.728,531.895,-135.277,532.289,-135.769,531.501,-134.916,"","","demersal","reef associated","demersal","marine",144.965,346,230.774,324,0.008010707,0.096506198,0.096155579,4.959817887,0.041931091,"M42568-76800","","ark:/87602/m4/M76800","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42568","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Serranidae_Diplectrum_formosum_E01002","Serranidae","formosum",1170
"283","Diplectrum","formosum",1,80,719,28.98,1.05,0.62,14,0.96,13.3,0.0403,59.9662,9e-04,0.0195,55.1633,0.0185,628.435,-80.1574,633.231,-93.3139,605.811,-89.7481,609.869,-102.413,619.475,-91.0088,619.543,-91.3014,619.408,-90.6936,"","","demersal","reef associated","demersal","marine",144.965,346,230.774,324,0.004294913,0.096598464,0.091740333,4.959817887,0.021482055,"M42568-76800","","ark:/87602/m4/M76800","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42568","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Serranidae_Diplectrum_formosum_E01002","Serranidae","formosum",1170
"284","Diplectrum","formosum",1,90,719,29.74,0.85,0.34,12.68,0.76,10.92,0.0414,48.7841,5e-04,0.0176,43.725,0.0152,679.594,-64.9727,683.581,-77.0089,653.605,-73.329,656.595,-83.8319,668.069,-74.4729,668.117,-74.602,668.004,-74.2793,"","","demersal","reef associated","demersal","marine",144.965,346,230.774,324,0.002358588,0.087465004,0.075329983,4.959817887,0.011495715,"M42568-76800","","ark:/87602/m4/M76800","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42568","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Serranidae_Diplectrum_formosum_E01002","Serranidae","formosum",1170
"285","Gadopsis","marmoratus",1,30,1520,35.01,1.47,3.12,23.6,1.67,25.59,0.023,84.4111,0.0021,0.0155,95.6401,0.0168,524.85,-207.177,527.088,-230.674,501.033,-207.976,501.832,-233.552,512.983,-219.752,513.074,-221.126,512.891,-218.012,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.016581118,0.125464258,0.136016316,8.079605375,0.089107875,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"286","Gadopsis","marmoratus",1,40,1520,35.79,1.39,2.12,22.03,1.46,23.75,0.0235,79.4067,0.0014,0.0145,83.5253,0.0156,696.631,-193.871,697.674,-215.877,670.456,-195.029,670.919,-218.772,683.898,-205.437,683.946,-206.399,683.898,-204.282,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.011255869,0.117104861,0.126230619,8.079605375,0.0591602,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"287","Gadopsis","marmoratus",1,50,1520,38.36,1.32,1.81,21.87,1.42,24.95,0.0252,75.6868,0.0012,0.0144,81.3732,0.0164,844.18,-179.232,844.817,-201.097,815.735,-180.824,816.478,-205.767,830.475,-191.342,830.475,-192.224,830.429,-190.414,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.009624216,0.116273372,0.132644071,8.079605375,0.047199523,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"288","Gadopsis","marmoratus",1,60,1520,35.61,1.3,2.06,20.47,1.25,20.8,0.0234,74.2692,0.0014,0.0135,71.7092,0.0137,987.723,-166.703,988.051,-187.17,960.142,-168.564,960.251,-189.359,974.373,-176.803,974.41,-177.797,974.373,-175.735,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.010962387,0.108806919,0.110537962,8.079605375,0.057915934,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"289","Gadopsis","marmoratus",1,70,1520,32.23,1.3,0.64,18.85,1.26,19.66,0.0212,74.2348,4e-04,0.0124,72.3054,0.0129,1155.18,-161.414,1155.18,-180.259,1128.78,-161.64,1129.79,-181.274,1142.73,-170.971,1142.83,-171.327,1142.76,-170.691,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.003401092,0.10017116,0.104503108,8.079605375,0.019849476,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"290","Gadopsis","marmoratus",1,80,1520,29.85,1.24,1.99,17.33,1.25,18.2,0.0196,71.2061,0.0013,0.0114,71.6187,0.012,1288.03,-159.597,1289.13,-176.892,1263.79,-159.094,1263.99,-177.294,1276.5,-167.894,1276.47,-168.887,1276.43,-166.9,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.010564098,0.092117845,0.096748484,8.079605375,0.066576553,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"291","Gadopsis","marmoratus",1,90,1520,30.76,1.22,0.97,17.13,1.21,17.84,0.0202,69.7471,6e-04,0.0113,69.3073,0.0117,1446.54,-154.943,1447.18,-172.058,1421.71,-155.264,1421.71,-173.102,1434.61,-164.421,1434.65,-164.918,1434.61,-163.946,"","","benthopelagic","benthopelagic","demersal","freshwater",188.128,536,328.409,566,0.005171068,0.091038877,0.094818422,8.079605375,0.031624545,"M43532-78713","","ark:/87602/m4/M78713","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/43532","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Percichthyidae_Gadopsis_marmoratus_E01144","Percichthyidae","marmoratus",1075
"292","Phalacronotus","bleekeri",1,30,1260,26.08,1.64,0.21,18.27,1.56,18.69,0.0207,93.7589,2e-04,0.0145,89.148,0.0148,430.813,-199.195,426.545,-216.96,413.394,-195.042,408.779,-213.153,420.301,-206.346,420.315,-206.443,420.329,-206.234,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.001771942,0.154554424,0.158100939,10.65863603,0.008030839,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"293","Phalacronotus","bleekeri",1,40,1260,25.94,1.48,0.19,16.95,1.42,17.73,0.0206,85.0826,1e-04,0.0135,81.4093,0.0141,560.662,-214.231,561.373,-231.171,541.302,-214.16,541.658,-231.882,551.781,-222.862,551.781,-222.971,551.781,-222.784,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.001581877,0.143425604,0.149944806,10.65863603,0.007209875,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"294","Phalacronotus","bleekeri",1,50,1260,26.4,1.38,0.64,16.47,1.37,17.05,0.021,79.0597,5e-04,0.0131,78.4023,0.0135,684.369,-190.88,689.101,-206.653,664.698,-196.447,669.616,-212.777,677.152,-201.545,677.177,-201.8,677.126,-201.163,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.005405775,0.139302656,0.144267937,10.65863603,0.024203053,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"295","Phalacronotus","bleekeri",1,60,1260,25.05,1.23,0.66,14.05,1.26,15.24,0.0199,70.2142,5e-04,0.0112,71.9898,0.0121,803.688,-145.718,809.369,-158.571,784.688,-152.983,790.556,-167.046,797.25,-155.854,797.351,-156.206,797.127,-155.582,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.005608364,0.118873584,0.12890314,10.65863603,0.026470129,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"296","Phalacronotus","bleekeri",1,70,1260,22.66,1.09,0.34,11.47,1.13,12.52,0.018,62.2,3e-04,0.0091,64.8457,0.0099,939.43,-96.4362,942.551,-107.474,920.4,-101.765,924.587,-113.563,931.859,-104.602,931.884,-104.7,931.884,-104.356,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.002909977,0.097032134,0.105900626,10.65863603,0.015178477,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"297","Phalacronotus","bleekeri",1,80,1260,20.2,1.06,0.27,9.22,0.97,9.99,0.016,60.9369,2e-04,0.0073,55.329,0.0079,1068.58,-75.6686,1069.59,-84.8346,1051.41,-77.8436,1052.42,-87.7864,1061.35,-81.486,1061.41,-81.6076,1061.37,-81.3442,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.002253708,0.078006649,0.084541313,10.65863603,0.013189966,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"298","Phalacronotus","bleekeri",1,90,1260,16.16,0.8,0.36,5.9,0.94,7.7,0.0128,45.8814,3e-04,0.0047,53.691,0.0061,1193.49,-45.808,1195.06,-51.4973,1179.23,-49.3724,1181.56,-56.7068,1187.7,-50.9405,1187.68,-51.1194,1187.65,-50.7615,"","","demersal","demersal","demersal","freshwater",118.214,425,241.045,425,0.003038178,0.049925997,0.065098924,10.65863603,0.022226515,"AUM 56061","","","","","Milton Tan, Auburn University, NSF Grant 1711854","Siluridae_Phalacronotus_bleekeri_P02_A04_RG07","Siluridae","bleekeri",287
"299","Coryphaena","hippurus",1,30,1486,38.42,1.27,2.56,23.33,1.27,21.84,0.0259,72.6433,0.0017,0.0157,72.9311,0.0147,504.93,259.81,507.485,236.619,475.254,256.076,476.236,234.261,490.386,247.036,490.583,245.66,490.386,248.215,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.020903078,0.190495632,0.178329387,12.13358373,0.066631963,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"300","Coryphaena","hippurus",1,40,1486,39.99,1.26,3.34,23.64,1.25,22.42,0.0269,72.4049,0.0022,0.0159,71.7218,0.0151,505.716,260.007,507.288,236.423,474.664,256.273,475.45,233.868,490.386,247.232,490.583,245.463,490.583,248.804,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.027271985,0.193026864,0.18306524,12.13358373,0.08352088,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"301","Coryphaena","hippurus",1,50,1486,36.27,1.21,2.36,21.23,1.35,22.27,0.0244,69.1701,0.0016,0.0143,77.4254,0.015,472.369,255.507,474.113,234.352,442.49,252.89,445.761,230.863,457.954,243.148,458.035,244.447,458.197,242.093,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.019270025,0.173348575,0.181840451,12.13358373,0.065067549,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"302","Coryphaena","hippurus",1,60,1486,45.36,1.21,2.7,25.41,1.15,25.29,0.0305,69.5577,0.0018,0.0171,65.7997,0.017,962.445,236.802,960.112,211.497,925.115,240.93,922.243,215.804,943.062,225.855,943.421,224.419,943.242,227.111,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.022046215,0.207479383,0.206499551,12.13358373,0.05952381,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"303","Coryphaena","hippurus",1,70,1486,45.4,1.09,3.45,24.02,1.2,25.8,0.0306,62.4461,0.0023,0.0162,68.8067,0.0174,1130.408,215.501,1127.504,191.655,1091.887,221.616,1089.441,195.935,1109.313,206.177,1109.16,204.495,1109.924,207.858,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.028170164,0.196129664,0.210663836,12.13358373,0.075991189,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"304","Coryphaena","hippurus",1,80,1486,45.64,1.12,3.24,23.48,1.06,24.6,0.0307,64.4094,0.0022,0.0158,60.8211,0.0166,1258.601,199.229,1256.538,175.84,1219.162,204.273,1217.327,179.738,1239.111,190.057,1238.881,188.681,1239.34,191.891,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.026455458,0.191720421,0.200865518,12.13358373,0.070990359,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"305","Coryphaena","hippurus",1,90,1486,12.63,0.46,0.92,31.39,1.52,42.46,0.0085,26.5758,6e-04,0.0211,86.9286,0.0286,1395.896,174.917,1426.561,181.621,1424.731,162.47,1389.105,185.563,1386.993,164.16,1407.27,173.651,1407.27,172.734,"","","pelagic","pelagic","pelagic","marine",122.47,544,279.295,524,0.007512044,0.256307667,0.34669715,12.13358373,0.072842439,"M25016-49144","","ark:/87602/m4/M49144","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/25016","Morphosource","University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States","Coryphaenidae_Coryphaena_hippurus_E00937","Coryphaenidae","hippurus",1046
"306","Alosa","pseudoharengus",1,30,1439,28.72,1.78,3.19,22.23,1.67,21.52,0.02,101.7966,0.0022,0.0154,95.7146,0.015,445.961,-163.921,446.102,-186.146,427.265,-164.204,427.265,-185.723,437.001,-174.857,437.283,-176.409,437.001,-173.235,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.016381657,0.114158065,0.110511991,7.389719098,0.111072423,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
"307","Alosa","pseudoharengus",1,40,1439,30.28,1.61,3.38,22.7,1.77,22.22,0.021,92.1122,0.0023,0.0158,101.3525,0.0154,592.519,-172.2,590.729,-194.831,572.108,-171.412,571.106,-193.614,580.703,-182.871,580.631,-184.518,580.917,-181.152,"","","pelagic","pelagic","pelagic","anadromous",194.73,471,469.172,623,0.017357367,0.116571663,0.114106712,7.389719098,0.111624835,"M16702-31015","","ark:/87602/m4/M31015","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16702","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Clupeidae_Alosa_pseudoharengus_G01195","Clupeidae","pseudoharengus",59
